Event,Reference (Event),ID (Site),ID (Dataset),Site,Longitude,Latitude,Cont,Age min [ka],Age max [ka],Age [ka BP] (median),Age [ka BP] (mean),Reference (AgeModel),Depth [m],July WA-PLS,TTT std err [±] (reconstruction error for mean...),July-MAT,TTT std err [±] (reconstruction error for mean...),Annual WA-PLS,TTT std err [±] (reconstruction error for annu...),Annual-MAT,TTT std err [±] (reconstruction error for annu...),Total precip WA-PLS,Precip annual total err [±] (reconstruction error with WA-...),Total precip MAT,Precip annual total err [±] (reconstruction error for annu...),T air (7) [°C] (reconstructed mean from July ...),TTT std err [±] (reconstruction error for mean...),Precip annual total [mm/a] (reconstructed from July tempe...),Precip annual total err [±] (reconstruction error for annu...),MAAT [°C] (reconstructed from annual mea...),TTT std err [±] (reconstruction error for annu...),Precip annual total [mm/a] (reconstructed from annual mea...),Precip annual total err [±] (reconstruction error for annu...),T air (7) [°C] (reconstructed mean July tempe...),TTT std err [±] (reconstruction error for mean...),MAAT [°C] (reconstructed from annual pre...),TTT std err [±] (reconstruction error for annu...),Precip annual total [mm/a] (reconstructed from annual pre...),Precip annual total err [±] (reconstruction error for annu...),Elevation (masl),Type of data,Location type
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,12.9,13.7,13.3,13.3,AWI,196,12,1.94,10.7,1.61,-7.4,3,-9.5,1.93,168.7,230.68,268.9,189.79,11.1,1.65,143.3,259.47,-7.6,1.83,277,95.34,12.5,1.72,-8,1.96,218,40.64,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,13,13.86,13.42,13.42,AWI,200,11.4,1.94,10.8,1.6,-7.6,3,-9.5,1.91,162.4,230.66,271.8,190.28,10.8,1.65,140.6,259.41,-8.3,1.83,256.1,95.17,12,1.72,-8.5,1.96,210.4,40.63,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,13.22,13.95,13.54,13.55,AWI,204,11.8,1.94,10.5,1.63,-7.4,3,-9.5,1.93,171,230.62,270.4,190,11.1,1.65,149.7,259.39,-7.7,1.83,274.8,95.31,12.3,1.72,-8.2,1.96,213,40.63,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,13.32,14.11,13.68,13.69,AWI,208,10.8,1.94,10.5,1.64,-9.2,3,-9.6,1.96,146.9,230.62,262.5,190.81,10.5,1.65,124.3,259.3,-9.3,1.83,231.2,94.79,11.1,1.72,-9.7,1.96,200.5,40.61,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,13.45,14.28,13.81,13.82,AWI,212,10.8,1.94,10.4,1.62,-9.1,3,-9.5,1.94,143.4,230.71,273.8,190.72,10.5,1.65,120.1,259.38,-9.2,1.83,226.7,94.9,11.2,1.72,-9.6,1.96,199.5,40.64,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,13.54,14.47,13.94,13.96,AWI,216,10.5,1.94,10.9,1.68,-10.2,3,-9.9,1.92,124.9,230.92,219.3,185.81,10.3,1.65,95.5,259.61,-9.9,1.83,221.7,94.82,10.8,1.72,-10,1.96,196.5,40.64,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,13.59,14.76,14.07,14.1,AWI,220,9.3,1.94,10.4,1.66,-12.1,3,-10.2,1.91,91.1,231.1,224.8,186.56,9.2,1.65,58.4,259.88,-11.1,1.83,198.3,94.74,9.5,1.72,-11.5,1.95,183.6,40.61,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,13.76,14.85,14.21,14.24,AWI,224,8.7,1.94,10.3,1.63,-12,3,-9.9,1.99,99.5,230.92,211.4,189.63,9,1.65,76.6,259.64,-11.5,1.83,187.5,94.84,8.9,1.72,-12,1.96,178.2,40.63,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,13.86,14.99,14.35,14.38,AWI,228,9.4,1.95,10.3,1.69,-10.9,3,-9.9,2.03,134.7,230.61,214.1,188.96,9.2,1.66,116.2,259.23,-11.1,1.83,195.5,94.76,9.4,1.72,-11.5,1.96,182.3,40.63,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,13.97,15.16,14.47,14.5,AWI,232,8.9,1.95,10.3,1.64,-12,3,-10,1.98,99.3,230.91,210.9,187.24,9,1.66,72,259.62,-11.4,1.83,185.4,94.75,9,1.72,-11.8,1.96,180.1,40.65,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,14.06,15.3,14.59,14.62,AWI,236,8.6,1.95,10.1,1.65,-12.5,3.01,-9.7,1.92,96.7,230.86,198.4,185.42,8.8,1.66,71.3,259.59,-11.6,1.83,181.7,94.75,8.6,1.73,-12.3,1.96,173.7,40.66,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,14.13,15.51,14.71,14.73,AWI,240,8.7,1.95,10,1.58,-12,3,-10,1.92,98.6,230.88,203,187.62,8.9,1.65,75.3,259.66,-11.8,1.83,179.9,94.78,8.8,1.72,-12.1,1.96,176.7,40.63,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,14.27,15.62,14.82,14.85,AWI,244,8.7,1.95,10.3,1.66,-11.7,3.01,-10,1.96,99.9,230.93,209.4,186.27,8.9,1.65,77.5,259.61,-11.8,1.83,174.3,94.75,8.9,1.72,-11.9,1.96,177,40.67,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,14.34,15.79,14.94,14.96,AWI,248,9.4,1.95,10.3,1.61,-10.6,3.01,-10,1.96,109.1,230.94,212.2,188.15,9.5,1.66,81.8,259.68,-10.7,1.84,194.2,94.85,9.7,1.73,-11,1.96,186,40.7,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,14.49,15.94,15.06,15.1,AWI,252,9.3,1.94,10.4,1.61,-10.7,3.01,-10.4,1.95,110.2,230.92,211.8,188.33,9.4,1.65,83,259.74,-10.9,1.83,201.4,94.85,9.6,1.72,-11.1,1.96,185.8,40.62,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,14.63,16.13,15.21,15.27,AWI,256,11,1.94,10.8,1.66,-7.9,3.01,-9.6,1.9,128,231.13,232.9,186.01,10.5,1.65,95.7,260,-8.9,1.83,231.1,94.97,11.4,1.73,-9,1.96,201.7,40.7,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,14.72,16.43,15.38,15.43,AWI,260,8.6,1.95,10.3,1.66,-12.7,3,-10.3,1.9,88,230.96,221.4,186.05,8.8,1.65,58.5,259.94,-11.7,1.83,182,94.74,8.9,1.72,-12,1.96,177,40.61,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,14.89,16.52,15.5,15.55,AWI,261,8.9,1.94,10.3,1.64,-11.8,3,-10,1.95,101.9,230.87,211.7,188.34,9.1,1.65,78.6,259.7,-11.1,1.83,191.3,94.74,9.1,1.72,-11.8,1.96,179.3,40.62,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,15.02,16.63,15.63,15.68,AWI,262,9.4,1.94,10.3,1.63,-10.7,3.01,-10,1.97,121.2,230.79,212,189.88,9.4,1.65,97.4,259.48,-10.9,1.83,194.9,94.78,9.7,1.72,-11.2,1.96,183.6,40.65,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,15.2,16.93,15.88,15.93,AWI,264,8.6,1.94,10.3,1.7,-12.6,3,-10,1.97,94.7,230.85,210.9,186.96,8.8,1.65,72.4,259.69,-11.8,1.83,181.1,94.72,8.9,1.72,-12.1,1.95,176.1,40.62,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,15.32,17.34,16.12,16.19,AWI,266,9.8,1.94,10.2,1.71,-9.7,3,-10,1.97,129.3,230.77,211.6,186.63,9.6,1.65,105.1,259.54,-10.2,1.83,207.6,94.79,10.1,1.72,-10.5,1.96,187.3,40.63,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,15.4,17.83,16.37,16.44,AWI,268,8.2,1.94,10.1,1.63,-13.3,3,-10,1.97,89.4,230.82,210.8,187.71,8.5,1.65,68.2,259.51,-12.2,1.83,174.7,94.71,8.3,1.72,-12.7,1.95,170.5,40.62,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,15.47,18.37,16.61,16.69,AWI,270,8.8,1.94,10.5,1.63,-12.3,2.99,-9.7,1.92,123.2,230.45,198.4,185.47,8.9,1.65,105.8,259.09,-11.5,1.83,189.1,94.69,8.9,1.72,-12,1.95,178,40.59,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,16.48,18.76,17.41,17.48,AWI,272,8.9,1.94,10.6,1.65,-11.9,3,-9.5,1.93,140.5,230.26,242.9,194.85,9,1.65,127.4,258.89,-11.2,1.83,191.5,94.71,9,1.72,-11.9,1.96,176.7,40.61,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,17.41,19.22,18.24,18.26,AWI,274,8.8,1.94,10.8,1.55,-12.1,2.99,-10.6,1.82,131.8,230.34,188.6,184.9,9,1.65,118.5,258.91,-11.5,1.83,185.5,94.7,8.8,1.72,-12.2,1.96,176.6,40.61,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,18.16,19.81,19.07,19.05,AWI,276,8.7,1.95,10.8,1.76,-11.3,3,-10.6,1.9,140.1,230.3,175.7,186.66,9,1.66,130.7,258.88,-11.6,1.83,176.9,94.79,8.7,1.72,-12,1.96,174.7,40.66,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,18.81,20.66,19.88,19.83,AWI,278,9.2,1.95,11.7,1.66,-10.6,3,-10.1,1.84,152.4,230.23,167,184.8,9.4,1.66,142.2,258.85,-10.8,1.83,196.5,94.74,9.3,1.72,-11.3,1.96,182.1,40.66,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,19.31,21.67,20.68,20.62,AWI,280,9.4,1.95,11.8,1.5,-11,3,-8.8,2.06,160.6,230.1,221,189.07,9.4,1.66,152.5,258.62,-10.7,1.83,199.1,94.72,9.4,1.72,-11.3,1.96,183.2,40.63,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,19.44,21.78,20.8,20.73,AWI,282,8.1,1.95,9.3,1.81,-12.8,3,-11,2.28,129.8,230.27,250.1,201.24,8.5,1.66,116.5,258.9,-12.1,1.83,176.3,94.8,8.2,1.72,-12.6,1.96,170.9,40.65,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,19.59,21.92,20.91,20.85,AWI,284,7.3,1.95,8.4,2.05,-13.7,3.01,-13.2,2.59,103.7,230.5,224.8,192.35,7.9,1.66,87.4,259.21,-12.9,1.84,153.4,94.78,7.2,1.73,-13.8,1.97,158.8,40.72,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,19.68,22.09,21.03,20.97,AWI,286,8.5,1.95,11,1.66,-11.7,3.01,-10.7,1.94,145,230.25,184.1,185.17,8.9,1.66,137.4,258.78,-11.8,1.83,171.9,94.83,8.6,1.73,-12.4,1.96,172.1,40.68,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,19.77,22.31,21.12,21.09,AWI,288,8,1.95,10.5,1.67,-13.2,3,-10.7,2.07,122.3,230.25,171.3,184.91,8.5,1.66,112.5,258.82,-12.2,1.83,167.8,94.73,8,1.72,-12.9,1.96,169.7,40.68,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,19.85,22.57,21.22,21.2,AWI,290,9.2,1.95,12,1.47,-11.1,3,-8.4,2.14,154.3,230.17,233.4,189.87,9.2,1.65,148.5,258.69,-11,1.83,191.8,94.7,9.3,1.72,-11.5,1.96,182.7,40.62,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,20.19,22.71,21.43,21.41,AWI,292,9.5,1.95,10.3,1.65,-10.4,3.01,-10.9,1.84,170.4,230.08,182.8,185.1,9.6,1.66,162.7,258.6,-10.4,1.83,213.8,94.85,9.6,1.72,-11.2,1.96,187,40.65,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,20.41,22.85,21.64,21.62,AWI,294,9.5,1.95,10.6,1.6,-10.4,3,-8.5,2.28,168.1,230.09,295.7,199.78,9.5,1.66,165.1,258.59,-10.6,1.83,202.7,94.74,9.6,1.72,-11.1,1.96,188.2,40.66,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,20.59,23.09,21.84,21.82,AWI,296,8.1,1.95,10.4,1.57,-12,3.02,-9.9,2.06,119.1,230.46,226.2,186.53,8.6,1.67,108.5,259.01,-12.2,1.85,164.2,94.92,8.2,1.74,-12.5,1.97,172.8,40.84,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,20.71,23.43,22.05,22.03,AWI,298,9.4,1.95,10.9,1.5,-9.3,3.04,-8.4,2.14,160.5,230.34,243.8,190.35,9.5,1.66,151.7,258.81,-10.4,1.85,211.5,95.36,9.6,1.73,-11,1.97,186.2,40.83,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,20.8,23.81,22.24,22.24,AWI,300,8.2,1.95,9.5,1.55,-12.4,3.01,-9.8,2.02,126.7,230.33,232.1,187.98,8.5,1.66,116.1,258.95,-12,1.84,169.7,94.79,8.1,1.73,-12.7,1.96,170.5,40.68,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,21.4,23.97,22.64,22.65,AWI,302,9,1.95,12.5,1.65,-11.6,3,-6.3,2.41,138.5,230.29,281.9,193.6,9,1.66,128.3,258.87,-11.2,1.83,185.4,94.74,9.1,1.72,-11.7,1.96,180.4,40.64,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,21.89,24.24,23.06,23.07,AWI,304,10.3,1.94,11.2,1.75,-9.7,2.99,-7,2.14,178.9,230.11,320,198.28,9.9,1.65,175.8,258.66,-9.8,1.83,222.2,94.71,10.4,1.72,-10.1,1.96,195.2,40.61,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,22.21,24.69,23.47,23.48,AWI,306,9.8,1.95,10.4,1.49,-9.6,3.01,-8.8,2.1,170.2,230.24,260.6,197.61,9.6,1.66,165.2,258.68,-10.4,1.84,202.5,94.82,9.8,1.73,-10.7,1.96,187.2,40.69,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,22.44,25.37,23.89,23.9,AWI,308,9.2,1.95,10.5,2.01,-11.1,3,-8.7,2.52,151.4,230.22,287.6,197.45,9.1,1.66,148.8,258.77,-11,1.83,194.6,94.76,9.3,1.72,-11.4,1.96,183.7,40.64,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,22.54,25.74,24.09,24.1,AWI,309,10.2,1.95,11.3,1.8,-9.6,3.01,-7.3,2.18,180.5,230.13,283.7,201.27,9.9,1.66,177.3,258.6,-10.1,1.83,216.6,94.79,10.3,1.73,-10.3,1.96,193.4,40.62,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,22.61,26.12,24.29,24.31,AWI,310,9.7,1.95,11.4,1.75,-10.7,3,-8,2.01,167.2,230.12,284.4,197.43,9.4,1.66,165.7,258.58,-10.5,1.83,206.1,94.74,9.7,1.73,-10.9,1.96,188.3,40.65,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,22.94,26.28,24.47,24.51,AWI,312,10,1.95,11.8,1.8,-9.7,3,-6.8,2.22,174.2,230.14,303.1,196.99,9.7,1.66,170.5,258.62,-10.2,1.83,208,94.75,10.1,1.72,-10.4,1.96,191.4,40.65,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,23.22,26.46,24.68,24.72,AWI,314,7.9,1.95,9.9,1.63,-12.3,3.02,-9.9,2.15,112.6,230.63,223.4,187.28,8.4,1.66,98,259.17,-12.7,1.84,156.9,95.03,8,1.73,-12.7,1.97,169.5,40.71,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,23.45,26.68,24.87,24.92,AWI,316,8.5,1.95,10.2,1.59,-10.9,3.02,-8.8,2.23,127.4,230.53,254.4,188.79,8.8,1.66,118.8,259.04,-11.8,1.84,171.2,94.91,8.6,1.73,-11.9,1.97,175,40.79,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,23.63,26.93,25.07,25.12,AWI,318,9.5,1.95,11.3,1.7,-10.9,3,-7.2,2.24,148.3,230.27,285.9,198.67,9.4,1.66,139.9,258.77,-10.7,1.84,199.5,94.79,9.6,1.73,-11,1.96,187.7,40.71,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,23.77,27.22,25.26,25.32,AWI,320,9.8,1.94,12.3,1.76,-10.5,3,-7.1,2.22,168,230.13,251.1,189.69,9.6,1.65,162,258.61,-10.5,1.83,204.4,94.73,9.9,1.72,-10.7,1.96,189.1,40.63,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,24.64,27.56,25.89,25.95,AWI,322,8,1.95,9.6,1.6,-11.7,3.03,-9.8,2.08,116.3,230.6,231.6,187.59,8.5,1.66,101.2,259.19,-12.6,1.84,153.5,94.96,8.1,1.74,-12.5,1.97,169.1,40.76,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,25.04,27.75,26.21,26.26,AWI,323,7.3,1.95,8.8,1.64,-12.6,3.03,-11.2,2.19,98.1,230.73,217.2,187.77,8,1.66,85.7,259.29,-13.5,1.84,138.9,95.1,7.4,1.74,-13.3,1.97,162.5,40.79,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,25.81,28.5,27.22,27.2,AWI,326,8.9,1.95,10.5,1.58,-11.4,3.02,-10,2.04,150.4,230.36,174.1,189.14,9.1,1.66,143.8,258.81,-11.8,1.83,179,94.87,8.9,1.73,-12,1.96,177.1,40.63,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,26.14,29.15,27.87,27.83,AWI,328,7.4,1.95,9.5,1.71,-12.9,3.03,-10.4,2.05,106.4,230.6,214.2,187.63,8.1,1.66,93.4,259.19,-13.2,1.84,143.7,94.93,7.4,1.74,-13.4,1.97,161,40.7,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,26.39,30.01,28.5,28.45,AWI,330,8,1.95,10,1.74,-13,3.01,-10.2,2.03,136.6,230.24,201.5,187.8,8.4,1.66,128.9,258.76,-12.8,1.83,156.7,94.81,7.8,1.73,-13,1.96,166.9,40.68,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,26.7,30.23,28.75,28.7,AWI,332,9.1,1.95,11.1,1.51,-10.7,3.03,-8.4,2.16,164.3,230.35,247.4,192.26,9.2,1.66,158.3,258.78,-11.5,1.84,194.5,95.1,9.1,1.73,-11.7,1.96,179,40.64,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,26.95,30.58,28.99,28.94,AWI,334,8.6,1.95,11.2,1.54,-11.9,3.02,-6.9,2.34,140.9,230.43,314.1,193.73,8.7,1.66,133.2,258.87,-12.2,1.83,170.4,94.84,8.5,1.73,-12.3,1.96,172.9,40.65,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,27.14,31.03,29.22,29.19,AWI,336,8.7,1.95,11,1.55,-10.8,3.03,-8.3,2.27,149,230.35,253.5,191.56,9,1.66,142.5,258.82,-11.9,1.84,173.8,94.87,8.8,1.73,-11.9,1.96,174.9,40.66,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,27.32,31.56,29.44,29.43,AWI,338,8.4,1.95,10.9,1.62,-12.7,3.01,-9.5,2.19,138.4,230.31,210.5,198.21,8.7,1.66,136.3,258.77,-12.5,1.83,167.2,94.8,8.5,1.73,-12.4,1.96,172.6,40.66,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,27.46,32.18,29.65,29.68,AWI,340,9.9,1.94,11.8,1.67,-9.4,3.02,-7.6,2.39,171.1,230.27,237.5,195.05,9.9,1.65,163,258.74,-10.5,1.83,205.3,94.85,10,1.72,-10.7,1.96,188.7,40.63,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,27.72,32.39,29.9,29.93,AWI,342,8.7,1.95,11.1,1.51,-11.7,3.01,-8.4,2.11,145.2,230.34,248.8,190.19,8.9,1.66,138.7,258.8,-12,1.83,173.5,94.81,8.7,1.73,-12.1,1.96,173.9,40.64,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,27.95,32.58,30.15,30.17,AWI,344,7.5,1.95,10.3,1.78,-13.6,3.02,-9.9,2.01,110.6,230.63,208.5,186.38,8.2,1.66,99.6,259.12,-13.6,1.83,142.9,94.89,7.5,1.74,-13.5,1.96,159.3,40.71,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,28.11,32.84,30.39,30.42,AWI,346,7.8,1.96,9.4,1.75,-13,3.06,-11,2.1,125.8,230.88,194,186.8,8.3,1.66,116.6,259.33,-13.6,1.84,144.9,95.18,7.8,1.75,-13.2,1.98,163.9,40.75,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,28.26,33.23,30.63,30.67,AWI,348,7.7,1.95,10.4,1.76,-14.3,3.02,-10.2,2.08,123,230.69,194.3,186.52,8.3,1.66,117.1,259.19,-13.6,1.84,148.7,94.88,7.7,1.74,-13.5,1.96,161.6,40.71,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,28.36,33.61,30.86,30.91,AWI,350,8.1,1.95,9.1,1.68,-12.1,3.04,-10.9,2.1,127.6,230.87,193.3,187.67,8.6,1.66,118.9,259.29,-13.1,1.84,151.1,95.07,8.2,1.74,-12.7,1.97,167.2,40.79,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,28.76,33.78,31.1,31.16,AWI,352,8.1,1.95,10.3,1.69,-12.5,3.04,-9.7,1.97,129.6,230.67,193.9,186.93,8.7,1.66,117.2,259.18,-13.1,1.84,154.6,95.05,8.1,1.74,-12.9,1.97,168.3,40.69,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,29,34.01,31.36,31.4,AWI,354,7.9,1.95,9.9,1.66,-13,3.04,-9.4,2.08,123.5,230.72,262.4,192.51,8.5,1.66,114.3,259.18,-13.4,1.84,153,95.12,7.9,1.74,-13,1.97,166.5,40.7,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,29.2,34.25,31.6,31.64,AWI,356,7.1,1.96,8.6,1.79,-14.4,3.04,-12,2.04,101.1,230.91,168.5,186.37,7.9,1.67,89.2,259.38,-14.2,1.84,132,95.08,7.1,1.74,-14,1.97,156.8,40.71,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,29.38,34.57,31.85,31.88,AWI,358,8.1,1.95,9.5,1.71,-12.6,3.04,-10.8,2.11,127.8,230.76,191.7,186.68,8.7,1.66,120,259.19,-13.1,1.84,153.4,95.06,8.1,1.74,-12.9,1.97,167.4,40.73,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,29.5,34.89,32.1,32.12,AWI,360,8.4,1.95,10.3,1.67,-12.2,3.03,-9.7,2.03,143.8,230.62,194.4,187.16,8.9,1.66,135.1,259.1,-12.8,1.84,162.8,95.01,8.4,1.74,-12.5,1.97,169.7,40.71,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,29.81,35.03,32.33,32.36,AWI,362,8.4,1.95,10.5,1.72,-12.1,3.03,-9.7,1.94,144,230.57,195.5,188.78,8.9,1.66,132.9,259.1,-12.8,1.84,162.3,95.01,8.5,1.74,-12.4,1.97,171.3,40.7,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,30.05,35.2,32.58,32.6,AWI,364,8.1,1.95,9.8,1.65,-12.4,3.04,-10.3,2.19,149.5,230.47,208.9,187.84,8.7,1.66,146.8,258.97,-13.3,1.84,156.3,95.03,8,1.74,-13.1,1.97,165.8,40.71,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,30.26,35.43,32.82,32.84,AWI,366,7.7,1.96,9.5,1.82,-13.3,3.04,-11.3,2.04,114.4,230.89,172.6,186.2,8.4,1.66,101.3,259.37,-13.7,1.84,141,95.09,7.7,1.74,-13.2,1.97,163.2,40.76,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,30.43,35.73,33.07,33.08,AWI,368,7.5,1.96,8.7,1.87,-14,3.05,-12.3,1.98,117.2,230.98,141.7,184.88,8.2,1.67,107.7,259.43,-14,1.84,138,95.1,7.4,1.75,-13.7,1.97,160.5,40.73,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,30.58,36.07,33.31,33.32,AWI,370,7.6,1.96,9.2,1.65,-13.3,3.06,-10.6,2.01,110.7,231.03,203,187.34,8.3,1.67,96.2,259.48,-13.8,1.84,141.2,95.21,7.6,1.75,-13.3,1.97,162.5,40.76,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,30.9,36.17,33.57,33.57,AWI,372,7.4,1.95,8.7,1.68,-13.7,3.03,-11.1,2.11,110.9,230.75,206.2,187.58,8,1.66,99.9,259.23,-13.9,1.84,138.8,94.98,7.3,1.74,-13.7,1.97,157.7,40.69,500,Raw,Lake
