Event,Reference (Event),ID (Site),ID (Dataset),Site,Longitude,Latitude,Cont,Age min [ka],Age max [ka],Age [ka BP] (median),Age [ka BP] (mean),Reference (AgeModel),Depth [m],July WA-PLS,TTT std err [±] (reconstruction error for mean...),July-MAT,TTT std err [±] (reconstruction error for mean...),Annual WA-PLS,TTT std err [±] (reconstruction error for annu...),Annual-MAT,TTT std err [±] (reconstruction error for annu...),Total precip WA-PLS,Precip annual total err [±] (reconstruction error with WA-...),Total precip MAT,Precip annual total err [±] (reconstruction error for annu...),T air (7) [°C] (reconstructed mean from July ...),TTT std err [±] (reconstruction error for mean...),Precip annual total [mm/a] (reconstructed from July tempe...),Precip annual total err [±] (reconstruction error for annu...),MAAT [°C] (reconstructed from annual mea...),TTT std err [±] (reconstruction error for annu...),Precip annual total [mm/a] (reconstructed from annual mea...),Precip annual total err [±] (reconstruction error for annu...),T air (7) [°C] (reconstructed mean July tempe...),TTT std err [±] (reconstruction error for mean...),MAAT [°C] (reconstructed from annual pre...),TTT std err [±] (reconstruction error for annu...),Precip annual total [mm/a] (reconstructed from annual pre...),Precip annual total err [±] (reconstruction error for annu...),Elevation (masl),Type of data,Location type
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,43.97,49.39,45.92,46.15,AWI,2.54,18.8,2.62,17.1,2.91,9.2,2.44,7.6,2.56,747.9,247.44,787.1,206.25,19.5,2.07,742.5,241.39,9.9,1.94,746.6,242.65,18.7,2.63,9.1,2.44,741.2,231.92,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,44,49.51,46.02,46.24,AWI,2.55,18.8,2.61,17.4,1.92,9.8,2.43,8.7,1.79,787.8,247.4,634.1,172.5,18.2,2.07,811.6,241.26,9.2,1.94,814.3,242.41,18.8,2.62,9.7,2.44,782.8,231.8,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,44.03,49.62,46.09,46.31,AWI,2.56,18.1,2.62,17.6,1.94,8.6,2.44,8.2,1.84,806.2,247.46,652.7,173.91,18.9,2.07,789.3,241.24,9.2,1.94,796.8,242.62,18,2.63,8.5,2.44,803.5,231.82,656,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,-0.09,0.2,0.02,0.03,AWI,2,14.4,2.56,12.5,2.02,-10.4,3.16,-10.2,2.76,325,119.13,350,104.74,12.7,1.69,381,105.59,-11.9,1.5,287,56.54,14.9,2.51,-11.8,1.72,289,52.92,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,-0.03,1.02,0.27,0.33,AWI,9,13.2,2.56,12.3,2.04,-10.7,3.16,-9,2.8,315,119.13,380,105.67,12.5,1.69,370,105.74,-12.3,1.5,276,56.71,13.5,2.51,-12.1,1.72,278,52.99,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,0.14,1.86,0.73,0.8,AWI,20,13.7,2.56,11.9,2.08,-10.7,3.16,-8.8,2.85,311,119.12,397,106.59,12.4,1.69,399,105.59,-12.1,1.5,280,56.57,14,2.51,-11.8,1.72,284,52.97,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,0.34,2,0.97,1.03,AWI,25,13.6,2.56,11.9,2.07,-10.4,3.16,-9.6,2.81,325,119.13,377,103.98,12.4,1.69,394,105.77,-12.4,1.5,278,56.59,13.5,2.51,-12.1,1.72,284,53.01,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,0.44,2.25,1.21,1.25,AWI,30,13.3,2.56,11.3,2.06,-11.1,3.16,-8.1,2.83,295,119.12,407,106.64,12.3,1.69,365,105.47,-12.3,1.5,270,56.5,13.4,2.51,-12.1,1.72,276,52.93,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,0.75,2.72,1.68,1.69,AWI,40,13.3,2.56,12.7,2.04,-10.8,3.16,-9.6,2.8,310,119.12,370,104.22,12.4,1.69,362,105.39,-12.3,1.5,274,56.5,13.4,2.51,-12.1,1.72,279,52.91,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,0.97,2.87,1.91,1.91,AWI,45,13.6,2.56,12.6,2.05,-10.8,3.16,-9.6,2.8,309,119.12,379,104.52,12.5,1.69,346,105.46,-12.5,1.5,266,56.49,13.7,2.51,-12.3,1.72,271,52.94,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,1.12,3.07,2.14,2.12,AWI,50,12.4,2.56,12.5,2.12,-11,3.16,-12.3,2.86,303,119.14,340,106.32,12.2,1.69,334,105.31,-12.8,1.5,261,56.45,12.2,2.51,-12.6,1.72,266,52.91,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,1.42,3.19,2.34,2.33,AWI,55,13.4,2.56,12.3,2.03,-10.9,3.16,-9.1,2.79,304,119.12,378,105.14,12.5,1.69,359,105.49,-12.4,1.5,272,56.54,13.7,2.51,-12.1,1.72,277,52.97,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,1.59,3.41,2.55,2.54,AWI,60,14.1,2.56,12.2,2.09,-9.8,3.16,-7.2,3.04,349,119.16,432,113.2,12.7,1.69,435,106.24,-11.8,1.51,294,57.11,14.6,2.51,-11.6,1.72,294,53.15,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,2.13,3.66,2.98,2.96,AWI,70,13.6,2.56,12.3,2.04,-10.7,3.16,-9.6,2.82,315,119.12,370,107.15,12.5,1.69,389,105.6,-12.1,1.5,282,56.58,14,2.51,-11.8,1.72,287,53.01,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,2.43,3.75,3.19,3.17,AWI,75,13.2,2.56,12.1,2.07,-10.9,3.16,-9.9,2.82,305,119.12,380,104.53,12.5,1.69,361,105.42,-12.5,1.5,267,56.5,13.4,2.51,-12.3,1.72,272,52.92,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,2.62,3.92,3.42,3.38,AWI,80,13.2,2.56,11.9,2.07,-10.9,3.16,-8.8,2.85,306,119.11,395,106.62,12.4,1.69,372,105.43,-12.3,1.5,272,56.5,13.5,2.51,-12.1,1.72,278,52.93,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,3.03,3.98,3.56,3.54,AWI,84,13.8,2.56,12.5,2.05,-10.4,3.16,-9.7,2.79,327,119.17,365,104.94,12.4,1.69,391,106.26,-12.1,1.5,281,57.02,14,2.51,-12,1.72,280,53.09,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,3.22,4.02,3.63,3.63,AWI,86,12.5,2.57,10.9,2.07,-11.1,3.16,-7.6,2.82,298,119.12,438,106.68,12.2,1.69,375,105.53,-12.5,1.5,273,56.61,12.8,2.52,-12.2,1.72,281,53.06,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,3.38,4.07,3.71,3.71,AWI,88,13.4,2.56,12.5,2.02,-10.5,3.16,-9.3,2.8,323,119.14,365,104.51,12.5,1.69,398,105.77,-12.1,1.5,285,56.85,13.9,2.51,-11.9,1.72,288,53.08,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,3.49,4.14,3.79,3.79,AWI,90,12.2,2.57,10.7,2.7,-11.6,3.17,-11.5,2.86,277,119.19,308,105.81,12.1,1.69,326,106.75,-12.9,1.51,247,56.82,11.8,2.52,-12.8,1.73,249,53.08,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,3.66,4.6,4.04,4.07,AWI,96,13.3,2.56,12.7,2.05,-11.1,3.16,-10.3,2.84,298,119.11,351,105.73,12.4,1.69,333,105.36,-12.4,1.5,270,56.46,13.5,2.51,-12.2,1.72,274,52.88,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,3.72,5.07,4.19,4.25,AWI,100,14,2.56,12.4,2.05,-10.3,3.16,-9.8,2.82,328,119.13,371,106.2,12.6,1.69,405,105.6,-11.9,1.5,286,56.59,14.4,2.51,-11.7,1.72,289,52.95,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,3.98,5.49,4.64,4.67,AWI,110,14.8,2.56,12.4,2.03,-10.1,3.16,-9.8,2.8,335,119.14,372,106.01,12.7,1.69,437,106.14,-11.7,1.5,296,56.65,15.1,2.51,-11.5,1.72,299,52.99,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,4.32,5.84,5.04,5.06,AWI,120,14.1,2.56,12.1,2.05,-10.3,3.16,-9.2,2.82,329,119.13,385,105.78,12.6,1.69,416,105.84,-12,1.5,284,56.56,14.3,2.51,-11.8,1.72,287,52.94,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,4.56,5.95,5.27,5.27,AWI,125,13.4,2.56,11.7,2.06,-10.6,3.16,-8.2,2.83,317,119.12,419,107.34,12.5,1.69,399,105.6,-12.1,1.5,286,56.65,13.8,2.51,-11.9,1.72,290,53.02,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,4.7,6.14,5.5,5.48,AWI,130,13.7,2.56,12.4,2.04,-10.4,3.16,-9.3,2.83,325,119.13,391,106.26,12.5,1.69,400,105.53,-12.2,1.5,283,56.55,13.9,2.51,-12,1.72,287,52.98,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,5.12,6.35,5.95,5.89,AWI,140,13.6,2.56,12,2.07,-10.6,3.16,-9,2.83,319,119.12,391,106.4,12.5,1.69,397,105.55,-12.1,1.5,282,56.62,13.9,2.51,-11.8,1.72,286,52.99,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,6.1,6.51,6.32,6.32,AWI,150,13.6,2.56,11.7,2.1,-10.6,3.16,-11.2,2.71,316,119.12,382,103.92,12.5,1.69,367,105.44,-12.1,1.5,281,56.53,13.9,2.51,-11.9,1.72,284,52.92,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,6.32,6.69,6.45,6.47,AWI,160,14.3,2.56,12.7,2.07,-10,3.16,-8.5,3.03,340,119.15,409,111.18,12.7,1.69,441,106,-11.8,1.5,292,56.72,14.6,2.51,-11.6,1.72,295,53.06,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,6.46,7.93,6.9,6.98,AWI,170,13.6,2.56,12.3,2.05,-10.3,3.16,-9.2,2.93,330,119.13,376,107.2,12.6,1.69,402,105.58,-12.1,1.5,284,56.61,14,2.51,-11.9,1.72,289,53.02,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,6.62,8.15,7.17,7.22,AWI,175,13.7,2.56,12.8,2.03,-10.3,3.16,-9.8,2.78,329,119.13,372,104.08,12.6,1.69,392,105.66,-12.1,1.5,284,56.72,13.9,2.51,-12,1.72,287,53.01,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,6.71,8.5,7.43,7.47,AWI,180,13.9,2.56,12,2.06,-10.2,3.16,-8.9,2.83,335,119.14,392,106.41,12.7,1.69,417,105.75,-12,1.5,293,56.66,14.3,2.51,-11.7,1.72,296,53.03,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,7.04,8.98,7.96,7.97,AWI,190,13.9,2.56,12.7,2.02,-10.2,3.16,-9.4,2.84,336,119.14,379,105.97,12.7,1.69,401,105.62,-12.1,1.5,286,56.62,14.3,2.51,-11.9,1.72,290,53,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,7.45,9.45,8.49,8.48,AWI,200,14,2.56,12.3,2.04,-10,3.16,-7.8,2.96,342,119.17,421,107.47,12.6,1.69,391,105.65,-12.5,1.5,279,56.57,13.6,2.51,-12.2,1.72,284,53.01,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,7.94,9.8,9.05,9,AWI,210,13,2.56,13.4,2.19,-10.4,3.17,-11.7,2.76,326,119.16,347,105.82,12.4,1.69,354,105.5,-12.9,1.5,264,56.53,12.5,2.51,-12.7,1.72,270,52.96,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,8.61,10.07,9.57,9.51,AWI,220,12.9,2.56,14,2.05,-10.2,3.16,-14.6,2.88,339,119.26,224,110.6,12.4,1.69,392,109.21,-12.4,1.5,274,56.57,13.2,2.52,-12.3,1.72,278,52.93,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,9.84,10.7,10.21,10.23,AWI,230,12.1,2.56,13.2,2.17,-10.5,3.17,-13.4,2.77,331,119.24,276,104.99,12.3,1.69,329,105.74,-13.2,1.5,263,56.64,11.6,2.52,-12.9,1.72,269,52.99,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,10.35,12.98,11.6,11.64,AWI,235,10.5,2.57,14.2,2.34,-11,3.17,-11.2,3.02,316,119.23,282,108.68,12.2,1.69,303,105.7,-13.8,1.5,256,56.73,10.3,2.52,-13.5,1.72,265,53.11,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,10.58,15.66,12.96,13.05,AWI,240,10.8,2.57,13.7,2.21,-11.7,3.17,-12.7,2.7,281,119.16,231,106.47,11.9,1.69,283,105.6,-13.5,1.5,246,56.5,10.5,2.52,-13.3,1.72,253,52.94,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,13.23,15.98,14.56,14.59,AWI,245,11.2,2.56,11.3,2.08,-11.6,3.16,-12.7,2.72,283,119.16,279,106.43,12,1.69,301,105.67,-13.3,1.5,246,56.48,10.9,2.51,-13.1,1.72,252,52.91,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,15.05,16.4,15.85,15.81,AWI,249,10.9,2.57,13,2.25,-12.1,3.16,-12.8,2.72,264,119.15,262,106.16,11.8,1.69,240,105.51,-13.4,1.5,235,56.46,10.7,2.51,-13.3,1.72,241,52.87,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,15.36,16.64,16.17,16.12,AWI,250,10.5,2.57,12.1,2.33,-12.5,3.17,-12.7,2.72,245,119.18,225,104.68,11.6,1.69,237,105.78,-13.6,1.5,223,56.51,9.8,2.52,-13.4,1.72,230,52.93,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,16.38,17.61,16.84,16.88,AWI,260,9.5,2.59,8.8,2.34,-13.9,3.17,-13.3,2.74,192,119.31,208,105.63,11.3,1.69,192,106.79,-13.7,1.5,223,56.62,9.4,2.53,-13.5,1.72,228,53.04,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,16.42,17.63,16.88,16.92,AWI,261,10.6,2.58,8.6,2.31,-13.4,3.17,-12.6,2.75,210,119.23,208,104.12,11.5,1.69,204,106.18,-13.5,1.5,221,56.54,10.2,2.52,-13.4,1.72,227,52.94,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,16.52,17.79,17.06,17.09,AWI,265,9.6,2.59,6,2.23,-13.9,3.17,-13.9,2.77,191,119.27,206,104.97,11.3,1.69,186,105.91,-13.8,1.5,215,56.63,9.5,2.53,-13.6,1.72,223,52.99,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,16.6,18.17,17.25,17.29,AWI,270,10.5,2.6,6.1,2.36,-13.9,3.17,-14.9,2.72,185,119.39,156,105.37,11.2,1.69,213,107.6,-13.8,1.5,213,56.74,9.8,2.53,-13.5,1.72,221,53.08,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,16.86,18.7,17.67,17.7,AWI,280,10.3,2.6,9.2,2.26,-13.9,3.17,-14.3,2.82,186,119.34,172,106.56,11.3,1.69,194,106.93,-13.6,1.5,217,56.69,10.1,2.53,-13.3,1.72,224,53.06,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,17.16,19.14,18.09,18.1,AWI,290,10.4,2.6,9.6,2.19,-13.7,3.17,-14.4,2.71,194,119.56,177,103.86,11.1,1.69,274,117.19,-13.5,1.51,210,56.74,10.3,2.54,-13.3,1.73,217,53.12,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,17.66,19.59,18.64,18.64,AWI,303,10.2,2.6,10.1,2.44,-14.1,3.17,-14.2,2.71,180,119.41,179,104,11.2,1.69,198,107.86,-13.7,1.51,214,56.72,9.7,2.53,-13.5,1.72,219,53.12,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,17.88,19.87,18.94,18.93,AWI,310,10,2.62,7.6,2.48,-14.3,3.17,-14.6,2.71,170,119.5,166,104.04,11.1,1.69,210,109.17,-13.7,1.51,211,56.89,9.5,2.54,-13.4,1.73,220,53.3,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,18.36,20.21,19.38,19.35,AWI,320,9.9,2.63,9.5,2.1,-14.3,3.17,-14.4,2.7,171,119.48,180,103.88,10.9,1.7,189,108.77,-13.9,1.51,205,56.94,9.3,2.55,-13.7,1.73,214,53.33,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,18.82,20.52,19.78,19.75,AWI,330,10.3,2.61,8.8,2.33,-13.9,3.17,-14.5,2.71,185,119.41,171,103.99,11.1,1.69,207,108.9,-13.8,1.51,209,57.05,9.9,2.54,-13.5,1.73,216,53.31,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,19.48,20.81,20.17,20.17,AWI,340,10.4,2.6,7.9,2.25,-14,3.17,-14.6,2.71,183,119.37,174,103.93,11.3,1.69,186,107.2,-13.8,1.5,207,56.81,9.7,2.54,-13.5,1.72,216,53.11,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,20.05,21.46,20.64,20.67,AWI,350,9.5,2.61,5.3,2.36,-14,3.17,-15,2.71,182,119.65,155,104.11,11,1.69,252,119.77,-13.7,1.51,200,56.79,9.9,2.54,-13.6,1.73,207,53.16,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,20.37,22.69,21.24,21.32,AWI,360,9.5,2.61,9.6,2.11,-14.1,3.17,-14.4,2.7,180,119.39,177,103.86,11,1.7,183,107.46,-14.2,1.51,197,56.99,8.8,2.54,-13.8,1.73,210,53.2,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,20.74,23.68,21.85,21.94,AWI,370,9.5,2.6,9.1,2.39,-13.6,3.17,-14.3,2.71,200,119.5,179,103.96,11.2,1.69,261,115.56,-13.8,1.51,205,56.88,9.6,2.54,-13.6,1.73,212,53.24,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,21.13,24.44,22.49,22.56,AWI,380,10.3,2.61,9.2,2.43,-14,3.17,-14.3,2.71,184,119.44,176,103.92,11.2,1.69,204,108.54,-13.8,1.51,212,56.84,9.5,2.54,-13.5,1.73,222,53.16,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,21.57,25.11,23.09,23.17,AWI,390,10.4,2.6,9.4,2.46,-13.8,3.17,-13.9,2.73,184,119.48,182,104.16,11,1.69,238,110.18,-13.8,1.51,206,56.81,9.5,2.54,-13.5,1.73,214,53.15,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,22.04,25.79,23.71,23.78,AWI,400,10.5,2.61,9.7,2.18,-14.2,3.17,-14.3,2.71,172,119.54,177,103.85,10.9,1.7,195,109.36,-14,1.51,199,56.91,9.3,2.54,-13.8,1.73,205,53.23,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,22.51,26.42,24.34,24.4,AWI,410,10.4,2.6,7.2,2.39,-13.5,3.17,-13.7,2.74,199,119.37,181,104.71,11.2,1.69,233,108.2,-13.6,1.5,217,56.81,9.7,2.54,-13.3,1.73,224,53.15,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,22.96,27.02,24.99,25.01,AWI,420,10.5,2.61,9.5,2.11,-13.8,3.17,-14.4,2.81,190,119.4,177,105.73,11.2,1.69,213,108.09,-13.9,1.51,210,56.85,9.8,2.54,-13.6,1.73,220,53.22,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,23.56,27.58,25.64,25.62,AWI,430,10.8,2.6,8,2.29,-13.6,3.17,-13.2,2.76,197,119.39,224,105.18,11.3,1.69,237,108.4,-13.5,1.51,221,56.74,10.1,2.53,-13.3,1.73,226,53.1,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,24.16,28.16,26.24,26.23,AWI,440,10.4,2.6,10,2.27,-13.9,3.17,-13,2.75,185,119.4,198,104.47,11.1,1.69,184,107.19,-13.8,1.5,210,56.73,9.5,2.53,-13.6,1.72,216,53.07,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,24.75,28.69,26.88,26.83,AWI,450,9,2.62,9.8,2.39,-14.6,3.17,-12.6,2.83,165,119.44,214,107.66,11.3,1.69,183,107.41,-13.7,1.5,220,56.66,9.1,2.54,-13.5,1.72,225,53.09,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,25.12,28.88,27.2,27.15,AWI,455,10.5,2.59,7.9,2.3,-13.6,3.17,-14,2.74,196,119.37,206,105.74,11.2,1.69,224,107.53,-13.6,1.5,217,56.75,9.8,2.53,-13.4,1.73,223,53.1,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,25.41,29.2,27.51,27.46,AWI,460,10.5,2.59,7.9,2.3,-13.5,3.17,-13.2,2.75,201,119.33,225,105.35,11.4,1.69,222,107.67,-13.6,1.51,221,56.8,10.1,2.53,-13.4,1.73,225,53.12,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,26.09,29.67,28.15,28.07,AWI,470,10.6,2.59,7.8,2.23,-13.3,3.17,-13.2,2.75,210,119.31,226,105.31,11.4,1.69,247,107.57,-13.6,1.5,221,56.71,10.1,2.53,-13.3,1.72,226,53.09,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,26.84,30.11,28.78,28.71,AWI,480,10.7,2.59,6,2.31,-13.3,3.17,-13.4,2.81,209,119.33,188,104.99,11.4,1.69,238,108.57,-13.5,1.51,221,56.83,10,2.53,-13.3,1.73,225,53.11,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,29.42,30.97,30.29,30.27,AWI,505,10.8,2.59,6.8,2.38,-13.1,3.17,-13.3,2.79,216,119.32,236,106.01,11.4,1.69,261,107.92,-13.5,1.5,225,56.77,10.2,2.53,-13.2,1.73,230,53.1,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,30.29,33.02,31.27,31.37,AWI,520,11.1,2.57,10.8,2.26,-12.8,3.17,-12.5,2.72,231,119.18,205,104.83,11.8,1.69,237,105.79,-13.5,1.5,227,56.49,10.7,2.52,-13.2,1.72,233,52.9,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,30.73,34.3,32.09,32.2,AWI,530,10.3,2.59,6.9,2.23,-13.5,3.17,-13.2,2.76,203,119.31,224,105,11.4,1.69,231,107.54,-13.5,1.5,222,56.72,10.1,2.53,-13.3,1.72,226,53.06,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,31.73,36.51,33.74,33.82,AWI,550,10.4,2.6,6.1,2.31,-13.9,3.17,-14.9,2.71,186,119.37,156,104.91,11.3,1.69,222,107.78,-13.6,1.51,217,56.68,10.1,2.53,-13.4,1.72,223,53.07,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,32.95,38.34,35.36,35.44,AWI,570,11.6,2.58,7,2.84,-12.6,3.17,-13.3,2.87,238,119.2,234,110.18,11.7,1.69,242,106.38,-13.6,1.5,222,56.56,10.9,2.52,-13.4,1.72,227,52.93,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,33.62,39.2,36.19,36.24,AWI,580,11.3,2.58,10.5,2.88,-12.7,3.17,-11.2,3.16,233,119.22,276,109.67,11.6,1.69,262,106.63,-13.3,1.5,229,56.62,11,2.52,-13.2,1.72,232,52.97,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,35.02,40.88,37.86,37.87,AWI,600,10.7,2.59,10.5,2.52,-13.1,3.17,-14.9,2.8,218,119.22,203,107.91,11.5,1.69,189,105.83,-13.9,1.5,208,56.6,10.3,2.52,-13.8,1.72,212,53,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,35.81,41.69,38.69,38.7,AWI,610,11.3,2.57,7.7,3.12,-12.5,3.17,-10.3,3.07,241,119.19,325,106.67,11.8,1.69,267,106.13,-13.4,1.5,232,56.53,11,2.52,-13.2,1.72,236,52.93,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,36.49,42.51,39.47,39.5,AWI,620,12.6,2.57,11.5,2.07,-11.8,3.16,-9.3,2.98,270,119.14,391,107.91,12.1,1.69,296,106.03,-12.8,1.5,250,56.58,12.5,2.52,-12.7,1.72,252,52.96,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,37.33,43.16,40.31,40.29,AWI,630,11,2.57,7.2,3.03,-12.5,3.16,-11.3,3.03,243,119.17,316,105.46,11.8,1.69,268,105.54,-13.4,1.5,232,56.47,11,2.52,-13.2,1.72,238,52.88,810,Raw,Lake
EK4,Neotoma,769,788,Elikchan 4 Lake,151.883333,60.75,Asia,39.08,44.5,42,41.95,AWI,650,12.3,2.57,9.7,2.85,-11.7,3.16,-11.6,2.97,273,119.16,312,108.31,12,1.69,312,105.98,-12.8,1.5,250,56.58,12.1,2.52,-12.7,1.72,252,52.94,810,Raw,Lake
